u_mag,g_mag,r_mag,i_mag,z_mag,redshift,petroR50_u,petroR50_r,class
20.775,20.865,20.91,20.995,21.169,2.416074,0.716,1.006,QSO
17.585,17.691,17.973,18.097,18.12,3.291477,0.839,0.916,QSO
17.117,17.469,17.994,18.463,18.674,0.110449,3.162,1.95,GALAXY
18.173,18.542,19.01,19.216,19.166,0.001103,0.389,0.459,STAR
19.561,19.93,19.89,19.929,20.121,0.00058,0.559,0.491,STAR
20.749,21.555,21.682,21.893,21.968,0.001151,0.497,0.519,STAR
20.601,20.971,21.816,22.188,22.469,0.469062,1.191,2.976,GALAXY
16.979,17.156,17.172,17.212,17.283,1.934427,0.933,1.177,QSO
21.44,21.945,22.585,23.025,23.123,0.276295,4.199,2.221,GALAXY
18.614,19.04,19.017,19.304,19.529,0.001237,0.297,0.431,STAR
16.381,16.529,16.964,17.567,17.712,0.346491,3.135,2.203,GALAXY
20.338,20.609,20.935,21.212,21.692,-0.013986,0.88,3.003,GALAXY
18.216,18.776,19.245,19.44,19.693,0.384434,3.078,3.423,GALAXY
23.229,23.508,23.712,24.037,24.554,0.373296,2.604,1.856,GALAXY
18.43,19.081,19.392,19.681,19.821,0.412772,1.397,3.335,GALAXY
17.853,18.064,18.226,18.458,18.579,0.001002,0.594,0.466,STAR
19.231,19.645,19.774,19.934,19.941,0.001245,0.612,0.562,STAR
20.797,21.157,21.292,21.475,21.453,0.08579,2.451,2.579,GALAXY
16.035,16.161,16.289,16.44,16.518,2.339446,0.806,1.071,QSO
20.569,21.15,21.268,21.738,21.888,0.255249,1.024,2.08,GALAXY
17.73,18.062,17.978,18.166,18.268,0.000175,0.465,0.552,STAR
16.029,16.58,16.936,17.413,17.739,0.42118,3.045,3.965,GALAXY
19.864,19.774,19.818,19.844,19.834,2.386828,0.452,0.61,QSO
17.25,17.356,17.816,17.996,17.996,-2.9e-05,0.592,0.476,STAR
19.069,19.213,19.335,19.31,19.345,0.001149,0.56,0.56,STAR
17.995,18.428,18.669,18.71,18.835,0.001682,0.453,0.579,STAR
17.97,18.486,18.738,19.399,19.404,0.16544,2.804,1.902,GALAXY
20.039,20.169,20.343,20.697,20.951,0.587163,1.963,3.426,GALAXY
16.776,16.966,17.168,17.338,17.442,0.000893,0.557,0.223,STAR
19.05,19.669,19.913,19.983,20.158,0.001111,0.429,0.685,STAR
20.119,20.352,20.557,20.618,20.667,2.147708,0.625,0.876,QSO
16.146,16.309,16.609,16.538,16.591,0.001788,0.557,0.243,STAR
18.588,18.319,18.402,18.501,18.682,0.001113,0.5,0.728,STAR
17.186,17.621,17.956,18.119,18.147,0.000807,0.498,0.589,STAR
20.804,21.359,21.737,21.7,21.881,0.261819,1.536,3.167,GALAXY
17.812,18.048,18.192,18.255,18.211,0.719082,1.025,0.92,QSO
21.157,21.783,22.125,22.288,22.412,0.356208,2.944,4.105,GALAXY
21.19,21.88,22.659,22.879,23.214,0.243033,3.136,3.191,GALAXY
18.136,18.426,18.555,18.519,18.577,1.417986,1.082,0.688,QSO
20.597,20.944,21.702,21.746,22.006,-0.064848,3.132,1.893,GALAXY
17.677,18.576,19.719,19.937,20.157,0.185434,1.177,0.269,GALAXY
19.226,19.613,20.298,20.527,20.855,0.293363,0.822,3.012,GALAXY
17.033,17.036,17.155,17.351,17.439,0.000883,0.425,0.32,STAR
21.841,22.228,22.887,23.385,23.368,0.093557,1.945,3.318,GALAXY
17.547,17.855,18.029,18.079,18.176,0.001729,0.642,0.628,STAR
19.811,20.257,20.444,20.573,20.694,0.001519,0.37,0.4,STAR
19.44,19.699,19.988,20.334,20.438,0.460361,1.809,1.84,GALAXY
22.214,22.269,22.643,23.431,23.758,0.190636,2.424,1.943,GALAXY
16.928,17.366,18.402,18.415,18.75,0.61799,2.871,3.501,GALAXY
18.493,18.622,18.558,18.636,18.739,1.696574,1.089,1.031,QSO
15.761,16.184,16.306,16.338,16.393,0.000346,0.471,0.589,STAR
19.657,19.965,20.232,20.392,20.506,1.915782,1.129,1.354,QSO
18.181,18.393,19.272,19.016,19.394,0.097953,0.54,2.905,GALAXY
19.229,19.651,19.784,20.028,20.075,0.001084,0.518,0.549,STAR
20.342,20.821,21.03,21.289,21.328,0.2005,2.065,3.078,GALAXY
21.575,22.494,23.087,23.201,23.478,0.327148,2.118,2.586,GALAXY
21.094,21.543,21.694,21.915,22.296,0.245384,2.77,1.39,GALAXY
16.45,16.611,16.706,16.792,16.913,1.847528,0.936,0.604,QSO
17.751,18.088,18.237,18.521,18.615,0.000351,0.454,0.535,STAR
20.426,20.704,20.814,20.799,20.872,2.066749,0.326,1.003,QSO
16.794,16.894,16.676,16.83,17.005,0.001675,0.421,0.487,STAR
17.826,18.511,18.852,18.962,19.052,0.000457,0.508,0.557,STAR
21.525,22.15,22.654,22.722,23.304,0.205312,2.16,3.309,GALAXY
18.247,19.131,19.664,19.993,20.185,0.311931,1.312,2.186,GALAXY
19.297,19.414,19.687,19.749,19.825,1.093168,1.246,0.889,QSO
16.137,16.473,16.756,16.81,16.836,0.000908,0.918,0.619,STAR
20.285,20.844,21.127,21.269,21.676,0.165752,2.096,2.984,GALAXY
22.218,22.459,22.563,22.624,22.737,0.870712,0.581,0.92,QSO
22.373,22.975,23.499,23.691,24.004,0.07741,1.788,2.865,GALAXY
15.783,16.396,16.712,16.716,16.672,0.002043,0.348,0.37,STAR
17.269,17.44,17.618,17.71,17.841,2.208778,1.378,1.142,QSO
16.241,16.745,16.877,16.961,16.996,0.001595,0.524,0.47,STAR
20.86,21.214,21.675,22.127,22.374,0.199165,3.157,1.479,GALAXY
13.779,14.328,14.583,14.797,14.983,0.000379,0.732,0.572,STAR
17.747,18.301,18.429,18.774,18.824,0.000395,0.588,0.571,STAR
17.496,18.035,18.212,18.33,18.418,0.000267,0.324,0.566,STAR
16.881,17.143,17.418,17.648,17.65,0.000875,0.531,0.564,STAR
19.612,19.7,20.216,20.374,20.563,0.000673,0.531,0.632,STAR
20.77,21.115,21.61,21.634,21.992,-0.044761,2.733,2.18,GALAXY
19.603,20.33,20.164,20.308,20.597,0.001967,0.48,0.547,STAR
19.136,19.519,19.668,19.864,19.931,0.001033,0.511,0.413,STAR
15.859,16.181,16.457,16.615,16.612,0.000491,0.559,0.636,STAR
19.876,20.649,20.775,21.241,21.289,0.380364,3.042,1.668,GALAXY
18.873,19.587,19.664,19.717,19.815,0.669021,1.145,1.26,QSO
19.002,19.165,19.388,19.391,19.572,0.001225,0.38,0.507,STAR
17.414,17.762,17.948,17.986,18.093,1.966515,0.912,1.318,QSO
17.32,17.748,18.124,18.282,18.367,0.001227,0.433,0.476,STAR
17.501,17.684,17.681,17.769,17.876,0.000461,0.419,0.356,STAR
20.03,20.626,20.795,21.085,21.294,0.169148,1.583,2.247,GALAXY
20.492,21.049,20.838,21.227,21.816,0.350657,1.698,1.894,GALAXY
20.783,21.267,21.433,21.71,22.102,0.219758,1.788,1.792,GALAXY
20.139,20.219,20.522,20.949,21.151,0.179697,3.486,2.089,GALAXY
16.382,16.721,16.968,17.186,17.269,0.000899,0.48,0.536,STAR
18.572,18.714,18.738,19.042,19.232,0.000698,0.533,0.474,STAR
13.657,14.026,13.969,14.159,14.264,-0.000311,0.455,0.442,STAR
19.244,19.349,19.263,19.484,19.744,0.001442,0.484,0.55,STAR
21.02,21.61,22.253,22.454,22.618,0.504917,2.689,2.896,GALAXY
19.972,20.299,20.471,20.794,20.841,2.048588,0.83,1.225,QSO
19.2,19.787,19.839,20.245,20.496,0.410061,1.594,2.89,GALAXY
18.033,18.617,18.741,19.259,19.529,0.253995,3.13,4.005,GALAXY
17.887,18.393,18.323,18.375,18.54,0.001987,0.264,0.486,STAR
20.444,20.615,20.839,21.105,21.106,0.000544,0.603,0.663,STAR
18.914,19.041,18.536,18.415,18.786,0.210421,4.666,2.027,GALAXY
18.972,19.876,20.33,20.589,20.915,0.343786,3.326,2.552,GALAXY
19.846,20.303,20.582,20.673,20.906,0.000819,0.478,0.48,STAR
15.039,15.249,15.495,15.591,15.79,0.000412,0.527,0.54,STAR
18.021,18.648,18.672,18.855,19.09,0.000337,0.6,0.59,STAR
15.86,16.051,16.276,16.448,16.639,0.00187,0.474,0.508,STAR
16.704,18.125,18.263,18.681,18.996,0.183796,2.502,1.364,GALAXY
20.782,21.864,22.646,22.981,23.013,0.268598,1.988,3.286,GALAXY
19.855,20.493,21.172,21.544,21.655,0.301357,3.195,0.195,GALAXY
16.285,16.607,16.804,17.0,17.031,2.234192,1.322,1.164,QSO
24.076,25.122,25.658,25.867,26.247,0.139176,2.94,2.54,GALAXY
17.849,18.784,19.015,19.032,19.372,0.640152,2.351,2.557,GALAXY
17.705,17.865,18.279,18.516,18.592,1.256056,1.047,0.926,QSO
19.193,19.547,19.563,19.467,19.689,0.33427,2.597,2.318,GALAXY
20.143,20.564,21.204,21.625,21.333,-0.073229,0.998,2.805,GALAXY
18.828,19.179,19.695,19.455,19.609,0.460281,2.828,2.442,GALAXY
22.753,23.364,23.624,23.963,23.966,0.204958,1.714,2.906,GALAXY
19.324,19.774,19.997,20.121,20.17,0.001175,0.625,0.537,STAR
17.283,17.779,18.117,18.239,18.372,0.00047,0.471,0.48,STAR
21.284,21.814,21.998,22.711,22.888,0.021486,2.257,2.41,GALAXY
19.149,18.923,19.451,19.775,20.103,0.07753,2.51,1.798,GALAXY
16.443,16.947,17.194,17.293,17.48,-6.8e-05,0.658,0.377,STAR
19.187,19.642,20.217,20.338,20.372,0.001389,0.724,0.473,STAR
15.431,15.585,15.696,15.884,15.936,2.482063,1.585,1.194,QSO
18.203,18.411,18.532,18.573,18.589,0.0016,0.498,0.595,STAR
19.363,20.003,20.18,20.543,20.802,0.393145,3.192,3.391,GALAXY
21.382,21.757,22.433,22.63,22.972,0.576384,0.879,1.143,GALAXY
19.138,19.494,19.763,19.894,19.948,1.702551,0.327,1.54,QSO
19.102,19.22,19.667,20.247,20.446,0.828461,1.711,1.978,GALAXY
18.049,18.367,18.535,18.833,19.05,0.000771,0.396,0.681,STAR
17.925,18.286,18.898,19.196,19.279,0.431558,2.532,1.55,GALAXY
16.756,17.082,17.511,17.503,17.781,0.426404,1.92,1.944,GALAXY
15.519,15.968,16.432,16.691,16.881,0.000628,0.528,0.572,STAR
20.478,21.01,21.61,21.668,22.029,0.475239,3.608,0.835,GALAXY
17.29,17.403,17.803,17.946,17.978,0.000243,0.506,0.468,STAR
19.256,19.448,19.674,19.852,20.06,0.001086,0.675,0.481,STAR
20.24,21.557,22.01,22.571,22.789,0.292695,1.361,3.499,GALAXY
19.637,20.008,20.445,20.807,20.747,0.271973,3.111,2.774,GALAXY
18.877,19.627,20.611,21.184,21.531,0.29741,1.003,3.868,GALAXY
17.782,18.252,18.579,19.023,19.299,0.444864,3.399,0.407,GALAXY
17.67,18.558,18.904,19.163,19.457,0.632516,-0.045,3.193,GALAXY
20.158,20.435,20.817,21.302,21.517,0.298154,2.646,1.811,GALAXY
14.558,14.929,14.829,15.016,15.102,0.000548,0.483,0.556,STAR
18.126,18.321,18.579,18.695,18.704,0.000666,0.577,0.486,STAR
21.116,21.595,22.063,22.647,22.698,0.281945,2.499,1.505,GALAXY
21.081,22.324,22.742,23.151,23.371,0.30713,2.243,1.348,GALAXY
21.715,21.818,22.041,22.321,22.499,0.393255,3.281,3.727,GALAXY
22.037,22.635,23.166,23.303,23.536,0.16277,2.845,3.493,GALAXY
19.237,19.293,19.576,19.653,19.816,0.00114,0.425,0.401,STAR
19.277,19.646,20.401,21.043,21.023,0.581343,2.135,2.379,GALAXY
16.534,16.876,17.242,17.372,17.554,0.000819,0.609,0.516,STAR
16.476,16.487,16.592,16.68,16.717,0.001361,0.306,0.591,STAR
15.181,15.302,15.513,15.565,15.667,0.000241,0.458,0.56,STAR
17.823,18.114,18.348,18.685,18.823,2.355282,1.774,0.505,QSO
18.396,18.775,19.378,19.524,19.863,0.080653,1.805,2.575,GALAXY
16.263,16.475,16.528,16.715,16.789,0.000711,0.637,0.611,STAR
18.324,18.558,18.691,18.991,19.081,0.001682,0.57,0.543,STAR
18.927,19.001,19.122,19.182,19.254,1.010157,0.646,0.476,QSO
18.488,18.405,18.653,18.986,19.226,0.000419,0.392,0.656,STAR
21.011,21.645,21.668,21.891,21.97,0.347071,2.303,1.422,GALAXY
18.745,18.93,19.318,19.379,19.508,0.000909,0.42,0.467,STAR
18.951,19.567,19.712,20.068,20.417,0.359442,3.163,2.085,GALAXY
20.117,20.457,20.764,20.917,21.171,0.721122,3.8,2.474,GALAXY
17.389,17.973,18.268,18.664,18.683,0.250761,3.341,3.187,GALAXY
18.477,19.232,19.562,19.889,19.944,0.140384,2.926,2.697,GALAXY
16.416,16.832,16.952,17.16,17.319,0.001648,0.374,0.417,STAR
14.23,14.539,14.556,14.623,14.737,0.00084,0.474,0.585,STAR
17.449,17.743,18.563,18.892,19.019,0.328867,2.472,1.977,GALAXY
21.415,21.538,21.589,21.582,21.671,0.00201,0.511,0.411,STAR
18.036,18.287,18.452,18.693,18.62,0.000194,0.468,0.498,STAR
22.189,23.133,23.59,24.204,24.273,0.199432,3.002,1.426,GALAXY
20.664,20.752,20.836,21.019,21.146,1.735797,1.228,1.047,QSO
19.781,20.06,20.803,21.195,21.224,0.313214,1.562,2.747,GALAXY
17.352,17.675,17.657,17.825,17.896,0.000449,0.474,0.51,STAR
18.288,18.788,19.262,19.587,19.591,0.359286,3.346,2.452,GALAXY
16.116,16.443,16.893,17.188,17.28,0.000391,0.348,0.589,STAR
19.872,20.093,20.267,20.479,20.471,0.194308,0.714,0.685,QSO
17.909,18.895,19.573,20.009,20.203,0.434578,3.249,3.408,GALAXY
19.768,20.223,20.497,20.934,20.939,0.228979,0.638,3.515,GALAXY
18.385,18.544,18.746,18.841,18.833,1.099533,1.424,0.608,QSO
18.533,18.859,18.878,18.977,18.925,-0.000442,0.534,0.46,STAR
17.424,17.946,18.187,18.401,18.635,0.335996,2.668,4.16,GALAXY
12.328,12.583,12.882,12.994,12.976,0.000257,0.467,0.459,STAR
18.687,19.025,19.326,19.592,19.637,0.001674,0.464,0.555,STAR
16.486,16.755,16.92,17.124,17.109,0.000667,0.436,0.523,STAR
21.196,21.337,21.57,21.591,21.673,2.439057,0.689,1.018,QSO
16.476,16.617,17.005,17.117,17.192,0.001443,0.504,0.431,STAR
20.443,20.555,20.871,21.029,21.091,0.540752,1.084,0.841,QSO
18.114,18.273,18.372,18.396,18.461,2.462196,1.306,1.046,QSO
18.738,18.919,19.159,19.355,19.375,0.001329,0.73,0.529,STAR
17.506,18.197,18.399,18.52,18.616,0.000709,0.483,0.404,STAR
20.182,20.695,20.834,20.976,21.006,0.055291,2.118,2.044,GALAXY
18.357,18.886,19.032,19.389,19.358,0.000244,0.438,0.718,STAR
19.267,19.094,19.48,19.312,19.431,0.31402,1.314,2.359,GALAXY
18.854,19.236,19.589,19.701,19.82,0.001517,0.601,0.251,STAR
15.413,15.935,16.018,16.295,16.401,0.000831,0.383,0.416,STAR
18.844,18.709,18.848,19.001,19.042,0.000898,0.477,0.378,STAR
18.511,18.814,18.879,18.928,18.973,1.817215,0.844,0.437,QSO
19.084,19.277,19.399,19.462,19.637,2.144953,1.008,0.934,QSO
22.895,23.538,23.853,24.269,24.428,-0.008476,3.509,3.721,GALAXY
19.431,19.966,20.079,20.123,20.251,0.001424,0.41,0.53,STAR
16.643,17.807,18.055,18.361,18.359,0.569989,2.049,2.724,GALAXY
17.797,18.439,18.733,18.915,18.901,0.000695,0.529,0.596,STAR
18.696,18.866,18.915,18.871,18.946,0.766766,1.609,0.88,QSO
17.406,17.735,18.05,18.425,18.557,0.00122,0.399,0.251,STAR
23.628,23.901,24.223,24.228,24.353,0.588793,2.459,1.88,GALAXY
18.078,18.387,18.341,18.612,18.757,0.001179,0.571,0.553,STAR
22.787,22.99,23.218,23.535,23.935,-0.086221,2.233,2.218,GALAXY
19.16,19.867,20.469,20.604,21.014,-0.200159,1.24,1.201,GALAXY
20.73,21.287,21.661,21.897,22.372,0.249174,2.834,1.394,GALAXY
16.646,17.064,17.497,17.737,17.95,0.327054,0.752,3.532,GALAXY
14.521,14.722,14.947,15.07,15.251,-2e-06,0.438,0.487,STAR
16.365,16.413,16.66,16.903,16.985,0.001265,0.376,0.374,STAR
18.997,19.199,19.176,19.489,19.571,0.001721,0.336,0.712,STAR
21.719,22.15,22.633,22.801,22.984,0.000812,0.251,0.634,STAR
18.889,19.621,20.388,20.172,20.169,0.386118,1.998,2.795,GALAXY
17.148,17.619,18.281,18.659,19.122,0.323764,3.708,4.037,GALAXY
16.125,16.434,16.54,16.901,17.094,0.001849,0.552,0.744,STAR
15.832,16.672,17.201,17.79,17.919,0.612595,2.84,1.778,GALAXY
14.62,14.905,15.014,14.906,15.135,0.00108,0.439,0.5,STAR
18.846,19.374,19.924,20.334,20.766,0.414676,2.363,1.777,GALAXY
19.103,19.375,19.611,19.763,19.887,1.045231,1.142,1.515,QSO
17.056,17.137,17.436,17.773,17.948,-0.19532,2.195,1.904,GALAXY
19.344,19.827,20.256,20.438,20.757,0.631675,3.305,2.193,GALAXY
17.066,17.266,17.339,17.576,17.614,0.000867,0.349,0.429,STAR
19.35,19.561,19.749,19.952,20.022,0.001018,0.574,0.482,STAR
14.99,15.448,15.532,15.592,15.655,2.404165,0.914,1.407,QSO
18.527,19.392,19.666,20.247,20.529,0.187197,2.721,2.788,GALAXY
21.295,21.554,21.688,21.884,21.964,3.601033,0.436,0.731,QSO
20.991,21.355,21.613,21.841,22.031,0.225174,1.465,2.482,GALAXY
18.287,18.415,18.701,18.883,18.974,-0.597158,1.054,1.061,QSO
17.247,17.609,17.592,17.703,17.949,0.000816,0.477,0.477,STAR
20.038,20.354,20.844,20.965,21.204,0.103209,2.384,2.797,GALAXY
19.611,19.599,20.387,20.82,20.959,0.6298,3.579,3.298,GALAXY
18.022,18.099,18.739,18.665,18.935,0.132321,2.138,4.269,GALAXY
16.448,16.983,17.483,17.663,17.81,0.001012,0.641,0.325,STAR
19.203,19.551,20.215,20.097,20.623,0.383843,3.096,3.565,GALAXY
16.979,17.42,17.672,17.602,17.83,0.001193,0.697,0.53,STAR
16.424,16.703,16.987,17.133,17.287,0.00062,0.485,0.499,STAR
17.219,17.697,18.175,18.387,18.36,0.000397,0.546,0.407,STAR
17.9,18.173,18.374,18.48,18.624,0.001229,0.48,0.514,STAR
20.406,20.76,21.085,21.235,21.408,0.156905,2.364,1.887,GALAXY
21.049,21.801,22.303,22.574,22.862,0.450383,3.466,2.164,GALAXY
20.335,21.066,21.37,21.77,21.875,0.010219,2.178,2.648,GALAXY
19.586,19.833,19.957,20.095,20.196,0.199218,0.783,1.364,QSO
15.717,15.772,15.996,16.254,16.293,0.001208,0.641,0.353,STAR
21.535,21.527,21.907,22.191,22.132,0.487773,5.147,2.207,GALAXY
16.715,17.02,17.205,17.241,17.307,2.09733,0.715,0.856,QSO
18.952,18.972,18.982,19.154,19.36,0.000282,0.481,0.459,STAR
17.459,17.782,17.797,18.076,18.224,2.101764,0.964,0.956,QSO
17.946,18.884,19.742,20.116,20.226,0.490832,3.458,3.313,GALAXY
21.713,22.449,23.249,23.73,23.83,0.568551,2.473,2.84,GALAXY
18.342,18.507,18.859,18.95,19.032,0.000401,0.647,0.38,STAR
20.663,21.046,21.758,22.279,22.244,-0.102705,1.769,3.72,GALAXY
18.87,19.046,19.492,19.713,19.839,0.267274,2.843,1.922,GALAXY
16.118,16.393,16.463,16.539,16.684,0.001274,0.607,0.487,STAR
17.96,18.409,18.468,18.538,18.949,0.039548,1.901,2.935,GALAXY
19.815,20.067,20.218,20.299,20.422,0.001209,0.481,0.337,STAR
20.456,21.148,20.624,20.784,21.006,0.337438,2.544,2.389,GALAXY
18.54,18.535,18.536,18.635,18.726,0.000957,0.448,0.457,STAR
18.233,18.631,18.729,19.147,19.355,0.001309,0.536,0.695,STAR
21.015,21.341,21.667,21.812,21.789,0.79953,1.484,0.938,QSO
16.11,16.474,16.49,16.614,16.767,0.000555,0.489,0.733,STAR
22.028,22.999,23.579,23.527,23.648,0.86925,2.544,1.761,GALAXY
18.134,18.296,18.046,18.227,18.222,0.001204,0.533,0.329,STAR
17.629,17.719,18.037,17.989,18.13,0.000983,0.657,0.494,STAR
22.183,21.942,22.559,22.859,22.814,0.35253,3.71,2.278,GALAXY
19.38,20.354,20.841,21.302,21.289,0.198967,1.985,1.566,GALAXY
18.89,19.763,20.421,20.759,21.011,-0.005721,1.803,2.33,GALAXY
17.294,17.662,18.045,18.088,18.253,0.000805,0.55,0.481,STAR
19.629,20.105,20.546,21.023,21.209,0.450991,1.391,3.031,GALAXY
16.816,17.142,17.48,17.642,17.667,0.000995,0.455,0.482,STAR
19.098,19.854,20.204,20.336,20.314,2.8e-05,0.645,0.568,STAR
20.083,21.04,21.273,21.737,21.993,0.367277,1.056,0.956,GALAXY
20.246,20.742,21.157,21.517,21.595,0.579379,2.924,2.786,GALAXY
15.279,15.27,15.519,15.874,16.064,0.00157,0.682,0.681,STAR
16.947,17.782,18.317,18.154,18.308,0.226441,2.991,2.775,GALAXY
15.943,16.206,16.233,16.472,16.403,0.001146,0.459,0.597,STAR
18.631,18.968,19.168,19.27,19.416,0.001229,0.61,0.295,STAR
17.546,17.719,18.044,18.204,18.22,1.716664,0.746,1.057,QSO
22.318,22.532,23.238,23.776,24.24,0.611618,2.815,1.356,GALAXY
19.948,20.566,21.132,21.385,21.832,0.596316,2.283,1.603,GALAXY
22.422,22.969,23.605,24.021,24.076,0.264962,3.561,1.651,GALAXY
14.76,15.044,15.512,15.565,15.62,0.00082,0.467,0.535,STAR
16.328,16.447,16.736,16.903,16.989,0.001442,0.568,0.52,STAR
16.941,17.09,17.117,17.277,17.423,-0.000146,0.586,0.611,STAR
20.17,20.561,20.671,20.509,20.756,0.316683,3.232,1.884,GALAXY
17.855,17.885,17.996,17.968,18.081,0.162324,1.452,1.004,QSO
18.817,18.911,19.202,19.319,19.41,0.001073,0.503,0.342,STAR
18.677,18.799,18.903,19.014,19.14,1.925027,1.079,1.024,QSO
16.348,16.946,17.166,17.234,17.442,0.001659,0.551,0.256,STAR
20.027,20.158,20.298,20.476,20.642,0.0015,0.412,0.479,STAR
18.165,18.459,18.859,18.984,19.188,0.001175,0.457,0.601,STAR
18.366,18.845,19.055,19.087,19.128,1.375703,1.275,0.896,QSO
19.011,19.664,19.609,19.971,20.002,0.000232,0.467,0.602,STAR
21.16,21.587,22.057,22.477,22.703,0.095233,1.92,2.007,GALAXY
20.928,21.154,21.415,21.61,21.64,0.831309,1.239,1.232,QSO
22.122,22.504,22.88,23.037,23.276,0.412594,3.78,3.184,GALAXY
20.522,20.88,21.012,21.102,21.197,0.001823,0.545,0.582,STAR
20.15,20.518,20.955,21.043,21.024,0.002017,0.302,0.561,STAR
16.709,16.887,17.404,17.674,17.758,0.001763,0.492,0.379,STAR
16.848,16.904,17.018,17.214,17.385,1.843266,0.931,1.284,QSO
16.024,16.338,16.792,16.804,16.781,0.00133,0.661,0.613,STAR
15.964,16.341,16.662,17.437,17.618,0.27935,2.48,3.115,GALAXY
21.936,22.402,23.122,23.171,23.285,0.54383,1.451,4.336,GALAXY
14.644,15.237,15.742,15.847,16.094,0.001242,0.537,0.467,STAR
14.453,14.496,14.682,14.852,14.976,0.214535,1.609,1.592,QSO
20.378,21.005,20.894,21.229,21.461,0.551169,2.557,1.572,GALAXY
17.253,17.664,17.725,17.986,18.273,0.298408,1.079,3.796,GALAXY
20.967,21.269,21.096,21.725,21.942,-0.043177,2.028,1.142,GALAXY
20.707,21.19,21.289,22.061,22.361,0.415725,2.576,4.548,GALAXY
16.975,17.177,17.538,17.598,17.789,0.001056,0.42,0.244,STAR
17.623,17.754,17.992,18.162,18.142,1.70582,0.981,0.671,QSO
17.209,18.025,18.509,18.99,19.315,0.214868,3.093,1.891,GALAXY
23.475,23.718,24.046,24.25,24.383,-0.019475,2.363,4.019,GALAXY
20.64,21.641,22.31,22.673,23.026,0.41485,2.313,2.959,GALAXY
21.118,22.054,22.132,22.722,22.964,0.335686,3.501,3.306,GALAXY
23.06,23.487,24.362,24.409,24.865,0.50669,3.288,1.356,GALAXY
18.758,18.764,19.036,19.096,19.176,1.636214,0.803,0.884,QSO
18.688,19.134,19.249,19.454,19.632,0.412482,1.64,3.44,GALAXY
16.974,17.569,17.7,17.885,17.897,0.001491,0.547,0.623,STAR
15.979,16.252,16.11,16.147,16.036,0.001307,0.452,0.453,STAR
15.777,15.555,15.61,15.665,15.759,0.00136,0.484,0.406,STAR
18.423,18.487,18.657,18.834,18.918,0.001287,0.508,0.544,STAR
21.368,21.259,21.8,22.33,22.75,0.397291,3.267,2.323,GALAXY
19.202,19.68,20.022,20.281,20.533,0.41085,1.661,2.914,GALAXY
17.539,17.837,17.908,18.004,18.111,0.000392,0.446,0.405,STAR
19.382,20.137,20.727,20.889,21.225,0.3266,2.805,2.809,GALAXY
17.675,17.938,18.174,18.518,18.584,-0.099099,3.138,2.881,GALAXY
18.904,19.427,19.822,20.158,20.321,0.14066,1.305,4.149,GALAXY
19.599,19.859,19.698,20.113,20.3,0.001387,0.406,0.339,STAR
15.907,16.014,16.313,16.477,16.479,0.000598,0.527,0.663,STAR
17.416,17.91,18.288,18.428,18.52,0.000842,0.606,0.574,STAR
16.392,16.775,17.119,17.143,17.181,1.01887,0.211,0.861,QSO
17.283,17.298,17.767,17.986,18.076,0.000545,0.382,0.433,STAR
18.39,18.598,18.542,18.909,19.033,0.001225,0.491,0.522,STAR
16.573,17.345,17.551,17.492,17.688,0.000196,0.595,0.539,STAR
16.523,17.155,17.222,17.436,17.439,0.149473,2.917,2.47,GALAXY
14.61,14.865,15.06,15.25,15.38,0.000992,0.44,0.449,STAR
19.195,19.652,19.493,19.636,19.653,0.261566,3.299,2.539,GALAXY
18.298,18.622,18.832,19.15,19.253,0.00187,0.483,0.595,STAR
18.849,19.161,19.322,19.319,19.464,0.000624,0.475,0.479,STAR
18.584,19.53,19.865,19.934,19.822,0.558968,3.081,1.786,GALAXY
14.539,14.834,15.284,15.339,15.43,0.230398,2.484,2.454,GALAXY
19.801,19.915,20.091,20.191,20.285,0.544483,0.94,0.818,QSO
18.133,18.239,18.259,18.351,18.394,0.002048,0.641,0.614,STAR
16.107,16.48,16.719,16.858,16.942,1.097848,0.85,0.893,QSO
16.949,17.064,17.193,17.321,17.462,0.641068,1.092,1.033,QSO
16.931,17.519,17.805,17.927,17.996,0.001259,0.358,0.338,STAR
17.579,18.028,18.185,18.332,18.476,0.001632,0.356,0.462,STAR
19.638,19.863,19.917,20.075,20.333,0.288127,4.04,1.921,GALAXY
20.034,20.31,20.55,20.472,21.089,0.188079,3.697,3.581,GALAXY
17.617,17.724,17.976,18.106,18.291,1.738587,1.113,0.979,QSO
15.948,16.121,16.402,16.876,16.924,0.5342,2.829,3.321,GALAXY
18.297,18.594,18.656,18.954,19.005,0.000865,0.442,0.727,STAR
19.294,19.843,20.217,20.295,20.297,0.000384,0.447,0.543,STAR
17.077,17.335,17.842,18.051,17.961,0.001471,0.668,0.31,STAR
13.336,13.63,13.856,14.04,14.093,2.407735,0.913,0.223,QSO
17.915,18.238,18.53,18.582,18.573,0.00053,0.409,0.43,STAR
19.347,19.583,19.898,20.054,20.142,1.269088,1.283,0.896,QSO
17.135,17.408,17.63,17.629,17.788,0.000333,0.59,0.341,STAR
18.803,18.8,18.98,19.36,19.533,0.551039,1.537,2.577,GALAXY
18.764,18.839,18.971,19.23,19.326,0.001387,0.515,0.606,STAR
18.684,18.908,19.196,19.312,19.413,0.000464,0.357,0.475,STAR
16.597,16.752,16.977,17.099,17.142,0.728433,0.512,1.29,QSO
20.901,21.099,21.68,22.006,21.915,0.470804,2.747,2.314,GALAXY
