u,g,r,i,z,redshift,temperature,logg,metallicity,class
19.98406,20.37828,19.47818,18.63281,18.34792,0.02753,5191.31743,3.52542,0.38114,GALAXY
19.16387,19.47737,19.26476,19.61888,20.73874,0.14308,5776.82177,3.107,0.3083,GALAXY
17.90933,17.3525,16.56426,17.05231,16.4262,0.01943,7389.17738,4.21884,-0.24424,STAR
19.24161,19.9603,19.88561,19.03296,18.27794,1.79904,13285.25701,3.43299,-0.46438,QSO
18.39056,16.66956,16.45835,16.91617,16.30486,0.08407,4899.85683,4.10431,-0.13204,STAR
19.55086,20.62632,18.63149,18.34975,19.59263,0.40053,9852.73666,3.07679,-0.33463,QSO
17.08689,19.75915,19.31885,19.45216,17.82314,1.28091,6363.75788,3.88931,-0.00184,QSO
20.37802,20.84045,19.38741,18.48172,17.93348,0.34188,6208.43433,4.06292,-0.20343,GALAXY
20.01845,18.82307,19.00043,19.94221,18.22163,1.44968,5356.35991,4.57728,0.10961,QSO
20.04043,21.03035,18.49734,19.4449,19.29478,0.27956,4783.01531,4.42002,-0.52107,GALAXY
17.81528,18.78538,17.05729,17.16803,16.32454,0.15591,8051.68695,4.25596,0.25873,STAR
18.06382,17.1869,16.61095,16.87372,16.13571,0.22904,6561.76708,4.39783,-0.04705,STAR
21.36323,16.83144,19.21779,18.54393,18.00765,1.65029,7295.72805,3.47841,-0.24821,QSO
19.68992,20.92656,19.61561,19.01505,18.09903,0.01698,6250.12373,3.45477,-0.54919,GALAXY
17.78442,19.00226,18.5919,18.99647,19.01754,1.80147,8944.7614,2.83434,-0.1531,QSO
21.10656,19.23705,20.76956,19.23185,18.21905,0.37976,5978.7382,4.33805,0.15571,GALAXY
20.82005,20.66618,19.29293,19.80788,18.96341,0.01488,4041.6473,3.12635,-0.18511,GALAXY
17.81607,17.7011,17.40179,16.31394,16.66549,0.07521,5547.71815,4.01085,-0.27521,STAR
20.44184,21.25705,19.37052,18.73978,18.51104,0.34922,5052.46138,3.31155,-0.12501,GALAXY
21.44355,20.03098,20.58484,19.03534,16.26859,0.06329,5933.91877,3.61583,0.09826,GALAXY
18.555,17.1973,16.15245,17.35357,15.94846,0.02563,5024.86132,4.26254,-0.01404,STAR
19.10006,18.6613,19.63311,18.91423,19.30151,1.60025,4205.70608,3.44235,-0.67208,QSO
22.24835,19.27171,20.20432,17.98981,18.88362,0.05783,5286.40692,3.72662,-0.39143,GALAXY
17.61151,17.49636,17.07352,15.98075,16.06424,0.00885,3237.89012,4.42743,-0.06667,STAR
20.80764,20.66145,19.431,18.062,18.38049,0.13719,4812.66091,2.89768,0.29104,GALAXY
21.0674,20.49797,19.73972,19.21977,18.46852,0.35568,4540.91931,3.7267,-0.10077,GALAXY
20.03971,19.70139,18.34594,18.82728,18.2661,0.39504,5355.78028,3.6301,0.01246,GALAXY
21.05878,20.28409,20.26701,18.28604,18.29331,0.26252,4846.89063,4.04245,-0.61953,GALAXY
18.52225,16.84792,16.88395,16.60453,16.32254,0.11557,5013.04162,4.31106,-0.3693,STAR
19.14606,18.5265,20.68319,18.80434,19.30616,0.88383,6888.11409,2.14273,0.07899,QSO
18.34323,19.16358,19.97951,18.64079,18.76823,1.60396,6029.00006,4.02885,0.05922,QSO
20.41819,19.64992,19.3963,19.30756,17.48176,0.25677,6289.29742,3.14343,0.21161,GALAXY
17.91148,18.3564,16.6229,16.46746,16.84881,0.16188,6351.62261,3.57164,-0.16976,STAR
18.8344,20.44452,18.84865,19.16903,17.11434,1.21704,11873.8626,2.54345,-0.20374,QSO
18.57563,18.01297,16.36747,17.29612,15.71976,0.05271,4769.69003,4.54613,-0.02923,STAR
18.20579,18.08037,20.26649,20.28365,18.36488,2.40404,7861.36747,4.06464,0.30074,QSO
17.7803,17.9649,17.01964,16.14495,15.94027,0.00454,6126.21525,4.74079,0.02838,STAR
17.94634,17.29722,17.43896,16.49277,15.65718,0.05019,5730.02728,3.98588,-0.3919,STAR
18.40804,19.16133,18.33146,18.26986,19.61043,1.95093,7203.33666,4.41401,-0.16754,QSO
18.04765,17.59944,16.4305,16.68651,15.7081,0.05305,6388.57758,4.22289,0.11939,STAR
18.22659,18.35604,16.93306,16.18937,15.82769,0.00392,7953.36665,4.38992,0.37504,STAR
19.91302,18.38711,20.58716,19.59118,18.06307,1.70939,6697.70204,3.09399,-0.25683,QSO
17.73417,16.78678,16.8704,17.47903,16.58913,0.0273,4724.4572,4.50406,-0.13315,STAR
20.82095,20.84724,19.07635,19.82534,18.77954,0.37784,5424.8501,3.65865,-0.82397,GALAXY
19.81355,19.63094,19.41429,18.22643,19.95483,0.18181,3536.56961,3.2261,-0.10981,GALAXY
18.8546,16.84464,17.23381,18.818,17.0978,0.92659,8141.77728,2.52626,-0.08664,QSO
18.97654,18.8064,18.51987,18.15768,17.26881,1.22756,8361.55123,3.17638,0.19942,QSO
18.31967,17.65343,16.80879,16.68672,16.90484,0.01605,6696.2712,4.14489,-0.26046,STAR
20.12225,19.02125,18.93194,18.81308,19.77137,0.0333,6137.83175,4.09069,-0.13627,GALAXY
18.61425,16.70241,16.28882,16.72159,15.58947,0.10548,5483.58567,4.18975,0.12638,STAR
17.96671,18.1761,16.73576,17.83288,16.4111,0.11173,7559.78857,4.92121,-0.51841,STAR
21.34741,18.96896,19.88716,19.05786,17.98715,0.09031,5513.87256,3.53195,0.14811,GALAXY
19.70748,19.41787,20.20846,18.06761,19.66752,2.15418,9098.44082,4.31533,-0.90801,QSO
17.50719,18.20989,18.33336,16.75407,15.77876,0.01838,6415.72249,4.25558,-0.04142,STAR
17.63273,20.1762,17.70133,20.48118,19.08582,0.8082,8424.61062,3.35221,-0.17189,QSO
20.7994,19.46594,19.99058,19.61971,18.52378,0.14775,4530.49166,3.63504,0.01657,GALAXY
21.11495,20.40589,19.11002,18.0153,19.91863,0.31184,6130.88016,2.86345,-0.4652,GALAXY
18.70801,18.23749,17.99888,17.45173,16.0935,0.04342,5056.52399,4.43331,-0.13819,STAR
17.61878,17.60762,16.08111,15.77789,16.25139,0.1076,6035.43994,3.96458,0.00376,STAR
19.03367,19.34571,18.85968,17.94866,19.42982,1.0245,7324.53608,5.1761,-0.26524,QSO
18.53117,17.579,15.40063,16.83082,16.74505,0.07747,6941.44719,4.68835,-0.19994,STAR
20.2894,20.41338,19.29589,18.74002,18.12065,0.05682,4214.73165,2.59352,-0.11446,GALAXY
19.42834,19.7175,20.44065,20.33042,18.65577,1.66521,9096.39056,4.16974,-0.19844,QSO
17.99086,17.93989,17.61314,15.92118,17.67933,0.03945,4465.8338,3.59907,-0.30712,STAR
19.8944,19.81699,18.38685,17.8175,18.81292,1.33171,9052.9914,3.44421,-0.08114,QSO
18.33419,17.69521,17.00923,16.68744,15.96885,0.03735,7278.83604,3.95109,-0.02525,STAR
21.21818,19.22574,19.04831,19.24019,18.03656,0.102,5766.46929,3.6675,-0.10255,GALAXY
16.66711,17.94759,16.64562,16.81472,15.67204,0.12063,5235.97422,4.1277,-0.26193,STAR
21.48617,20.36893,18.39846,17.72872,19.06766,0.28956,4756.19041,3.46286,-0.49437,GALAXY
18.94414,18.75084,19.88221,19.16448,18.56396,1.91508,5832.55103,2.56586,0.25584,QSO
19.8369,20.77476,19.02843,18.95908,18.51443,0.79758,6623.67637,3.57969,-0.02038,QSO
18.27821,18.66236,19.4839,19.82359,18.24713,1.19021,8117.91529,4.26472,0.16888,QSO
21.51924,19.08554,20.43735,20.42576,17.58613,0.04906,4774.29208,4.61905,0.09445,GALAXY
18.94062,21.0389,18.67396,18.33354,18.69506,1.41595,7480.89123,3.79311,0.19011,QSO
19.02972,17.22843,17.07916,16.55313,16.02672,0.04975,6745.09918,3.71643,0.17889,STAR
16.63632,17.78908,16.1559,16.33089,16.54053,0.03933,5382.84485,4.59905,-0.09881,STAR
20.34773,20.16845,19.47448,18.62695,17.3679,1.7371,7518.54173,3.70485,-0.07891,QSO
18.59458,17.14753,16.46769,16.36171,15.88667,0.13665,7271.90766,4.15999,-0.02126,STAR
19.95772,18.64687,18.63783,21.39108,17.23715,2.32474,9113.27823,4.27294,-1.09611,QSO
18.18045,19.53221,17.57411,18.86514,19.00521,2.28109,7461.20755,3.30035,-0.58455,QSO
18.24937,17.57654,19.8965,18.5892,17.46063,0.41064,6926.06524,4.82118,-0.40224,QSO
21.38611,18.88448,20.12576,19.38164,18.66775,0.41822,6218.96843,3.4261,0.23204,GALAXY
20.6152,19.8049,19.70615,18.05233,17.40846,0.12356,4384.84054,3.81701,0.12401,GALAXY
20.45328,19.00655,18.85052,19.95351,18.42799,0.39097,6284.07223,2.93077,0.22448,GALAXY
18.33546,19.53883,18.97094,17.98763,19.00842,0.169,5434.39378,3.44949,0.37244,QSO
20.2757,20.28753,18.50392,19.96834,18.85149,0.54476,5546.0858,4.2973,0.28453,GALAXY
18.94979,17.30593,18.96411,20.425,17.27832,2.85064,7516.81736,4.50424,0.09841,QSO
19.52098,18.9634,20.55805,19.18134,20.0616,0.85387,7010.85056,3.31175,-0.12192,QSO
20.2829,17.58212,18.38805,19.85334,18.49341,0.16983,8000.24756,5.00515,0.19555,QSO
21.54174,19.7703,20.23588,19.36066,19.36017,0.20036,6679.91822,2.87581,0.34054,GALAXY
19.27433,16.74769,18.81114,19.18392,16.92312,0.70239,6752.05132,3.0094,-0.32758,QSO
19.8312,19.93727,19.07363,19.8734,19.23088,0.31912,4525.6606,3.33477,0.38491,GALAXY
19.39864,21.09434,20.85227,20.13035,19.30221,0.04118,4864.423,4.01262,0.8,GALAXY
22.29055,20.98992,19.71714,18.83057,18.19275,0.03726,5262.07477,3.76563,-0.22914,GALAXY
17.91613,17.27585,17.29491,16.63088,17.09155,0.03792,6486.39076,3.96354,-0.37698,STAR
20.48028,20.65558,18.7676,18.107,17.60333,0.44348,4994.56252,3.02737,-1.20971,GALAXY
19.11982,19.9911,20.6741,17.58455,18.2471,1.95085,8483.92631,3.70935,0.44106,QSO
16.66534,17.30423,16.83372,17.52158,16.1791,0.09352,5732.74888,4.03078,0.39479,STAR
20.5684,18.9596,18.97017,18.41725,19.51325,0.20575,4920.03827,3.32712,-0.51848,GALAXY
20.17894,20.52832,19.37908,18.29089,18.35635,0.33757,5509.94032,3.58667,-0.35475,GALAXY
20.63119,19.69192,17.06645,17.89379,18.40617,0.38524,4545.55398,3.85837,0.8,QSO
17.49937,16.91122,17.09531,16.38356,15.83753,0.16495,4702.50445,4.50117,-0.09918,STAR
20.51651,19.52381,20.43181,19.13969,18.53784,0.0955,7105.60733,4.32126,-0.54311,GALAXY
18.41041,19.02305,18.33835,17.60771,17.71616,1.57602,8582.78344,3.35251,-0.74987,QSO
19.59276,18.34456,15.74415,16.02016,15.84882,0.08648,5571.97914,4.10312,-0.11606,STAR
21.09171,19.7019,18.15236,18.66561,18.70093,0.14061,5594.55214,4.09098,-0.24722,GALAXY
18.20945,16.89346,17.61759,16.69249,16.50124,0.01606,5263.36836,4.466,0.26797,STAR
18.01078,17.49711,16.98315,17.16467,15.88087,0.17838,3360.19604,4.50056,0.29314,STAR
18.32354,18.12328,17.71222,15.7576,15.68623,0.0566,7336.02945,3.92298,0.07098,STAR
17.90837,17.66048,16.7806,17.23883,16.47377,0.24949,5016.84543,4.41613,-0.2652,STAR
17.94994,17.89727,15.76974,16.4681,15.51116,0.02201,8640.49429,4.28566,0.51511,STAR
20.11749,19.49058,19.9766,19.74362,19.31989,0.15161,5968.74373,3.45987,0.48104,GALAXY
17.67184,17.90912,17.93428,16.00237,16.77493,0.18342,5164.49061,3.59556,0.21212,STAR
21.34948,19.71668,20.25201,18.35365,18.2912,0.08542,5935.39487,3.53066,0.10982,GALAXY
21.40106,21.76143,18.84971,19.42458,18.83933,0.23478,6164.69754,3.78337,-0.44405,GALAXY
18.66754,19.30746,17.50221,18.45992,17.57742,2.91614,8687.63089,3.49712,0.17829,QSO
17.84775,18.74645,18.92662,17.71455,19.31498,1.56091,9351.30687,5.34782,0.39954,QSO
19.79236,19.01848,17.93055,19.1689,19.36259,0.95294,3543.44466,5.09092,0.25282,QSO
19.11074,18.74804,19.17212,19.37365,18.50087,1.31129,8636.64159,3.59302,-0.70807,QSO
16.76568,17.66417,17.86975,17.34749,14.84051,0.20657,5608.21734,3.79533,0.31592,STAR
18.52171,17.93887,16.36336,15.64482,15.6328,0.08059,6962.1101,3.89524,0.10283,STAR
21.1325,18.89835,20.33376,18.01478,19.05849,1.1553,11514.95622,4.10532,-0.79826,QSO
20.25201,19.57713,19.25286,18.39976,18.43035,0.13748,4895.49525,3.21549,0.15011,GALAXY
17.74607,16.95031,18.02335,16.5673,17.17592,0.11136,5262.10259,3.99537,-0.09918,STAR
21.10544,20.33196,20.12399,17.83389,19.58356,0.16675,4705.71218,3.40326,0.21612,GALAXY
18.17865,17.74682,17.89388,16.95963,17.20135,0.04582,4918.07305,3.99288,-0.23931,STAR
18.03856,17.50387,17.72683,16.23363,16.44917,0.08375,5121.37409,4.75104,0.18051,STAR
18.91572,19.86137,18.61471,19.186,19.80467,1.11021,8189.75356,3.73898,-0.2015,QSO
18.54132,18.39822,15.90488,17.00218,16.69489,0.05172,4213.25663,4.21302,0.37624,STAR
19.57531,17.36259,16.40071,15.88113,16.12792,0.13206,8373.23896,4.1541,0.05768,STAR
18.26827,18.16529,16.00283,16.22698,16.33432,0.03014,6083.50062,4.83055,-0.14603,STAR
20.681,21.55488,18.64961,18.75984,18.2305,0.10916,4509.7133,3.39099,-0.76072,GALAXY
19.49456,21.89421,18.03447,19.52593,19.21754,0.35836,4862.16466,3.61071,-0.34919,GALAXY
18.73972,21.02242,18.99018,18.67768,18.73345,1.52336,6506.28684,2.8116,-0.18365,QSO
20.91402,20.83282,19.84043,18.56457,19.413,0.16922,3859.84023,3.79381,-0.54437,GALAXY
21.06708,19.76147,20.1093,19.02292,18.21124,0.23825,5803.91483,3.73993,0.50741,GALAXY
19.57081,19.03489,18.39707,18.75534,17.82053,0.32659,5318.92564,3.66342,0.21725,GALAXY
18.82351,18.09815,16.10644,16.47782,16.16863,0.04594,7367.19488,4.50809,0.16825,STAR
21.15776,20.81522,19.26842,18.4696,18.40937,0.12577,5169.11372,2.76939,0.00918,GALAXY
20.02477,19.40833,19.85759,17.06336,18.94737,2.42264,10708.70127,3.19106,0.5518,QSO
20.65321,18.615,18.96508,18.03048,18.78268,0.22921,5402.32304,3.27717,-0.00723,GALAXY
18.52086,19.25462,19.48104,19.18847,20.24133,0.47508,10650.9365,2.74704,-0.74844,QSO
20.61456,19.52163,20.20191,19.62014,19.04042,0.17442,4193.33413,3.7069,-0.35993,GALAXY
20.49016,18.04957,19.86973,18.55818,17.23187,0.41857,4990.78857,3.72149,0.11974,GALAXY
19.83199,19.78546,18.60928,19.16984,19.9328,1.5237,9315.27347,2.43628,-0.58131,QSO
18.88431,21.31221,18.60473,17.1265,17.85345,2.74782,7197.48962,4.11673,-0.25424,QSO
17.89632,17.80455,17.83681,16.55816,15.57771,0.20287,4943.62265,4.84379,0.05509,STAR
20.69721,20.13993,19.38385,19.64788,18.21991,0.34928,6816.46006,3.54158,0.08037,GALAXY
21.58133,19.67326,19.68446,18.97602,18.74391,0.3361,4241.74691,3.56462,0.39629,GALAXY
19.61034,18.73273,19.09369,18.35829,18.45256,2.29811,7138.61274,3.7877,-0.43313,QSO
21.42956,19.69706,20.48937,19.32758,18.48363,0.1038,5809.12104,2.49246,-0.1195,GALAXY
20.02061,21.18929,19.11954,18.35451,18.42665,0.18855,7285.26355,3.57999,-0.27608,GALAXY
20.41134,20.89079,20.43828,19.91188,18.82019,0.15928,6018.22335,3.61353,0.1774,GALAXY
20.65129,19.18483,18.90743,20.39048,18.7347,2.0156,5585.75609,4.30503,0.14451,QSO
17.26781,19.56143,19.09369,18.39444,19.58941,2.10142,8479.04439,4.81938,-0.18769,QSO
19.4098,20.74657,19.03761,18.82992,18.88026,1.90011,8297.41716,3.07572,-0.43835,QSO
19.12475,17.54007,17.07083,17.00212,15.78058,0.15897,6549.17025,4.39173,0.11531,STAR
18.21677,18.04823,17.42052,17.41034,16.14651,0.00841,5320.03428,4.42961,0.16615,STAR
19.92785,20.22593,18.00142,18.14577,17.87921,1.3778,4333.39436,4.33845,-0.39763,QSO
19.84477,20.64476,19.39704,19.10671,18.4332,0.33534,5534.69192,3.32698,-0.71164,GALAXY
20.66056,19.86143,18.9711,18.66635,18.58638,1.12166,3907.86732,3.04088,-0.76317,QSO
20.33276,19.76436,19.27617,19.31481,17.78568,1.36364,5332.88691,2.69976,-0.34862,QSO
18.64181,17.59786,16.76636,16.51842,15.90925,0.10927,3017.27791,4.50671,0.35584,STAR
19.08346,20.74522,19.05805,19.81083,19.6474,0.1935,5302.14836,3.67377,0.04808,GALAXY
18.53257,18.40662,20.552,18.93638,18.31469,1.06065,6491.51912,3.57224,-0.00035,QSO
18.5803,17.53667,16.99468,16.24866,16.60909,0.14129,5356.6535,4.36149,0.25413,STAR
17.03061,20.024,20.24565,20.75794,20.68903,2.00637,9029.68963,4.03371,-0.69668,QSO
18.28198,18.58086,16.5667,16.52593,16.34702,0.00095,6494.04668,3.90426,-0.34515,STAR
21.09609,20.36634,19.28255,20.17042,19.21231,0.0344,3482.87953,4.3503,0.17152,GALAXY
21.12802,20.26347,20.08476,19.24319,20.17184,0.10417,7147.96492,4.24869,-0.31173,GALAXY
20.18128,19.79471,19.62142,19.43317,18.24936,0.39321,5872.3644,3.33627,-0.42715,GALAXY
18.80297,18.05512,19.07102,19.84475,18.72796,2.29043,9284.56616,3.60965,-0.47239,QSO
19.48759,19.17658,20.01651,18.96139,17.49775,0.29358,5395.50195,3.01919,0.24681,GALAXY
19.23272,17.61762,17.65033,16.13866,17.25768,0.03587,5877.72661,4.25219,0.18125,STAR
18.2389,18.39463,19.56949,17.66715,19.74573,1.17048,9742.64393,4.52306,-0.37541,QSO
18.5573,18.76689,20.52415,17.36069,19.3564,1.90279,7601.041,3.89057,-0.27453,QSO
20.82453,19.8053,18.04444,19.42594,19.31404,0.37259,4003.35621,3.17616,-0.19061,GALAXY
17.87576,17.45262,17.71864,16.29743,16.39997,0.19283,8083.89476,4.84701,0.32575,STAR
20.33897,20.56634,19.34161,18.25523,17.97418,0.078,4532.10943,3.66592,-0.1495,GALAXY
18.04545,16.911,16.62464,16.73349,16.16835,0.00914,5141.95825,4.43186,-0.01103,STAR
16.60289,17.40367,16.98354,17.48454,16.81901,0.00428,4002.26487,4.63227,-0.3835,STAR
20.84639,19.63923,18.96893,19.81122,19.82324,0.27838,4249.1866,4.20815,0.3397,GALAXY
18.26594,18.43256,16.73727,16.5383,16.52851,0.03966,6657.38594,4.3707,-0.03336,STAR
19.76068,18.27864,18.99715,18.8491,17.29007,2.49561,7889.74941,2.83671,-0.31919,QSO
18.93326,19.0177,18.49076,18.47831,18.50849,1.36143,6753.91595,2.98349,-0.96309,QSO
19.27219,17.76662,17.53913,17.35392,15.81347,0.005,7380.02065,4.07506,-0.06072,STAR
17.72137,17.27244,16.70841,16.9643,16.6483,0.0758,7490.88842,4.39355,-0.23495,STAR
20.03949,20.18478,19.68198,19.47719,17.56715,0.28396,4749.85411,2.66509,-0.46201,GALAXY
18.2625,17.37525,19.34441,18.0418,19.76307,1.7045,3903.87369,3.25112,-0.35743,QSO
19.01341,17.67673,17.22742,16.28614,16.88977,0.00995,3819.11146,3.93295,0.01926,STAR
20.18513,18.5923,17.71394,17.90528,17.56694,0.07556,8297.74322,3.94474,-0.24324,QSO
18.20029,18.06323,16.92987,17.17519,16.30004,0.01394,2606.32662,4.59978,0.09619,STAR
22.06233,19.88186,19.11565,19.49503,18.35083,0.12604,5667.9617,3.45405,0.05696,GALAXY
20.04231,21.15148,18.79535,19.71113,19.45912,2.4987,6509.36846,4.89731,-1.02178,QSO
19.03025,18.20549,15.83791,16.9068,16.14284,0.05514,7410.61473,4.36946,0.32628,STAR
18.604,17.14837,17.2097,17.14883,16.44284,0.0406,5967.66846,5.11236,-0.00273,STAR
22.34337,19.7236,19.22995,18.05091,18.8686,0.32256,4043.06184,2.29184,0.01473,GALAXY
20.58712,19.3793,18.99309,17.19951,17.92865,0.45881,6430.74058,4.0678,-0.99911,QSO
19.1041,19.48968,17.90347,20.00816,17.78249,1.22678,9989.26854,3.19663,-0.71072,QSO
20.62621,19.29775,19.99424,17.74748,20.20568,0.22835,4667.33624,2.91972,-0.88659,GALAXY
17.10758,20.39853,19.57567,19.14755,19.89852,2.52156,6232.61353,3.2382,-0.97103,QSO
18.83902,17.94681,20.63968,19.28976,18.5466,0.90058,9750.68645,3.75864,-1.17706,QSO
22.16872,19.91549,19.80898,18.49063,19.37028,0.03112,6385.91969,3.36338,-0.68068,GALAXY
18.09083,16.28372,16.50543,16.54803,15.42144,0.04722,4375.88133,3.96799,0.40033,STAR
21.67566,19.75708,19.70187,18.6665,18.25634,0.33208,5204.42366,3.16756,-0.4584,GALAXY
18.36771,19.57526,18.65223,20.36328,18.60586,1.09062,7474.33542,3.95457,-0.2207,QSO
19.25131,20.04815,19.50068,17.8209,19.92687,2.07835,7971.39265,3.82397,-0.15314,QSO
19.63311,19.7408,19.29157,19.67801,18.32088,0.98843,9002.84288,3.62368,-0.68918,QSO
21.01298,20.84607,18.8441,18.68554,18.53966,0.19373,4960.43324,3.40675,-0.23937,GALAXY
19.42292,19.6885,18.3369,18.41226,18.50299,1.06065,5055.60582,2.77543,0.55998,QSO
21.01584,20.13503,18.02628,19.21647,17.79687,0.24679,6519.6312,3.7917,-0.37933,GALAXY
19.07778,20.09677,18.99456,19.27886,18.68063,0.1335,6728.05621,3.60921,-0.40461,GALAXY
21.20804,20.12473,20.2707,18.20011,19.42744,0.1619,4142.66172,3.39288,-0.31961,GALAXY
18.28166,18.93282,18.77126,17.63041,17.90173,0.00471,7728.55997,3.696,-0.10662,QSO
18.03955,17.84378,17.46886,17.43475,16.51036,0.12957,7984.22569,4.32362,0.15183,STAR
17.20582,19.66841,19.15214,18.08472,19.726,1.66381,6372.40855,2.8536,-0.12559,QSO
19.63104,19.40327,18.87097,16.67318,17.72768,1.13265,5534.1454,4.54611,0.16319,QSO
19.35392,18.80803,18.6873,18.09809,18.71725,0.76471,6800.53153,4.26415,-0.21818,QSO
18.57863,19.83468,20.67505,17.86916,18.9171,1.16806,8794.47282,4.51684,-0.5855,QSO
18.28432,18.5917,19.49125,20.21969,19.23371,1.66378,9299.33093,3.3616,-0.46288,QSO
18.90809,18.26976,17.08597,16.6131,16.36725,0.02752,4954.26129,3.86211,0.49733,STAR
18.27795,18.61148,16.39739,16.70841,15.9442,0.09272,6027.86241,4.60751,0.10362,STAR
19.43949,19.76108,19.71522,19.3815,17.25208,0.20325,6235.55642,3.64368,0.27666,GALAXY
18.13029,17.62381,15.88596,16.35544,16.61648,0.01725,6242.04146,3.59709,0.17333,STAR
20.64055,19.34005,19.79453,18.43087,17.21329,0.59307,7491.34858,3.46182,-0.91263,QSO
18.05505,18.15148,17.82716,19.45447,19.59341,1.13859,10674.73219,3.65189,-0.30642,QSO
19.4347,18.22141,17.3631,17.20141,15.90437,0.09308,3564.70637,4.4532,0.14624,STAR
20.46991,19.80824,20.01653,19.87165,18.42216,0.01223,6459.24465,3.11511,-0.72827,GALAXY
18.06214,18.26019,18.11451,18.35589,19.45842,1.80667,6245.25364,4.45365,-0.56895,QSO
17.81958,17.53623,17.3338,16.14236,16.25736,0.20097,4262.37869,3.97635,-0.14924,STAR
18.57617,16.97742,16.54756,16.81891,15.54464,0.08755,6105.27321,3.50179,0.24225,STAR
19.09478,17.38849,16.43667,16.15026,16.16444,0.05924,4206.49009,4.58393,0.32867,STAR
18.77151,18.61721,19.4117,17.19424,19.11873,2.25423,6076.67531,3.80931,-0.6853,QSO
20.86088,19.70064,19.41092,18.69202,18.35591,0.4636,4837.37192,3.43944,-0.20303,GALAXY
19.62742,17.06515,15.34118,17.05542,15.89573,0.02039,5032.04653,4.19529,0.21673,STAR
19.52609,18.22606,18.43594,18.4636,18.88957,1.65741,9129.84174,3.86872,-0.48464,QSO
18.98862,20.25552,18.82218,20.33002,19.79748,0.95592,8617.00442,5.11073,-0.40453,QSO
18.16113,17.26823,16.59926,16.25306,16.47923,0.07573,4687.65302,4.24915,0.28551,STAR
19.92089,20.0631,18.74759,19.36644,19.16356,0.26328,8261.53244,4.65831,-0.17213,QSO
19.07908,19.83078,18.90678,18.40679,18.63404,1.65831,6393.6092,3.42258,-0.28578,QSO
18.26005,17.87168,16.93209,17.0541,15.61136,0.04492,5136.9214,4.47289,0.03887,STAR
19.43903,17.67366,19.50972,17.89055,19.40713,0.80971,9118.56764,3.61778,0.51809,QSO
21.03395,19.23797,19.15016,19.81892,17.65855,0.04756,4481.78614,3.1062,-0.34459,GALAXY
17.92802,17.92237,20.07762,19.00339,19.33676,0.99446,8305.29441,3.68129,-0.05275,QSO
20.6302,20.13061,19.96719,18.89875,18.44094,0.0788,5491.29231,2.93761,-0.40403,GALAXY
21.43133,19.84171,18.03008,19.54141,18.99848,0.23746,6097.75713,3.95907,-0.2077,GALAXY
18.79323,16.9361,16.1152,16.03652,17.21465,0.20924,4390.64714,4.78575,0.44975,STAR
19.01046,17.53737,16.74006,17.6797,16.94239,0.05971,6105.79558,4.4945,-0.21689,STAR
19.31095,19.89674,18.36619,18.71788,18.84094,1.51618,5626.99984,2.86286,0.61811,QSO
17.73661,16.27817,16.52476,16.90734,16.03885,0.0434,5020.77176,4.26672,-0.14662,STAR
18.37509,17.26808,17.31988,17.01535,16.36339,0.13991,7482.66218,5.02568,-0.04904,STAR
19.32985,19.21444,17.94957,19.83405,18.73537,1.7269,7856.96342,4.16001,-0.27616,QSO
19.03232,16.76015,16.51643,16.408,16.30952,0.08203,6536.1662,4.48376,-0.33388,STAR
17.32123,17.5859,16.9125,15.67951,16.55343,0.02409,4661.90787,3.92455,-0.11971,STAR
22.61594,19.68751,18.93645,19.83664,18.46014,0.00178,5211.83026,2.80343,-0.56604,GALAXY
21.30564,20.26789,19.06422,18.57295,18.29002,0.16449,6431.70763,2.99442,-0.0121,GALAXY
20.59517,20.54649,20.22355,19.17318,18.43437,0.16135,6310.0414,2.75083,-0.20261,GALAXY
17.21593,17.60365,16.99626,16.68182,16.91718,0.09169,5917.56954,3.52847,0.06936,STAR
20.58137,20.21963,20.87247,18.63227,19.24033,0.1669,6201.93385,3.57956,-0.60751,GALAXY
21.54257,19.54273,19.13157,18.32806,18.63446,0.47077,4430.18189,2.94696,-0.1556,GALAXY
18.56141,17.43551,17.19733,16.58523,16.18876,0.05691,6677.36448,4.34146,-0.10829,STAR
20.77722,20.34331,18.7796,18.6983,18.28591,0.37575,5559.67736,3.77615,0.07802,GALAXY
20.81812,19.90261,19.70111,18.02025,18.45086,0.19945,7359.8433,3.17341,-0.59163,GALAXY
21.5958,20.00121,18.97187,20.04616,19.96314,0.33155,5715.62646,3.28706,-0.13333,GALAXY
18.62833,17.49026,16.40033,16.36757,16.45273,0.03095,4871.90855,4.21457,-0.04226,STAR
18.18847,17.88787,16.57726,16.40517,16.32332,0.25634,6504.91521,4.69676,-0.19116,STAR
16.78931,17.91211,15.80288,15.61051,17.15543,0.18142,5717.93595,4.78789,0.32452,STAR
17.39952,17.23865,16.34213,16.1026,15.34217,0.10803,4776.16025,4.52926,-0.48323,STAR
18.48779,17.03209,16.72532,17.84479,15.81358,0.27501,6209.55082,4.29324,-0.45125,STAR
17.53364,17.93123,16.29727,16.80844,15.96202,0.12753,5416.00069,4.3994,0.04949,STAR
19.9625,21.012,18.96681,19.39622,19.0794,0.25951,3038.19642,3.53279,0.09372,GALAXY
19.54434,17.52925,19.63628,19.36493,19.42064,2.89822,8353.2442,4.14993,-0.13974,QSO
